id:ID,label,:LABEL,properties.category,properties.chapters,properties.description,properties.mention_count,properties.name_normalized,properties.red_flag,properties.sections,properties.severity,properties.synonyms,properties.treatment_type,properties.urgency_level,properties.urgency_source
sign_021,Hypotony,Entity,ocular,"[2, 3, 9, 11, 12, 13]",,,hypotony,,,,,,,
sign_022,Bleeding,Entity,ocular,"[2, 3, 5, 6, 9, 11, 13, 14]",,,bleeding,,,,,,,
sign_023,Retinal Detachment,Entity,ocular,"[2, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14]",,,retinal detachment,,,,,,,
sign_024,Papilledema,Entity,ocular,"[2, 10, 11, 14]",,,papilledema,,,,,,,
sign_025,Retinal Neovascularization,Entity,ocular,"[2, 11, 12, 14]",,,retinal neovascularization,,,,,,,
sign_026,Hyphema,Entity,ocular,"[2, 3, 5, 9, 10, 12, 13, 14]",,,hyphema,,,,,,,
sign_027,Hyperemia,Entity,ocular,"[2, 4, 5, 6, 8, 9, 10, 12]",,,hyperemia,,,,,,,
sign_028,Vitreous Hemorrhage,Entity,ocular,"[2, 5, 10, 11, 12, 14]",,,vitreous hemorrhage,,,,,,,
sign_029,Exophthalmos,Entity,ocular,"[2, 3, 7, 10]",,,exophthalmos,,,,,,,
sign_030,Drusen,Entity,ocular,"[2, 8, 9, 10, 11, 12, 14]",,,drusen,,,,,,,
sign_031,Epithelial Defect,Entity,ocular,"[3, 4, 5, 6, 9, 10, 12, 13]",,,epithelial defect,,,,,,,
sign_032,Fluorescein Staining,Entity,ocular,"[3, 4, 6, 7, 8]",,,fluorescein staining,,,,,,,
sign_033,Redness,Entity,ocular,"[3, 4, 5, 6, 7, 9, 10, 12]",,,redness,,,,,,,
sign_034,Low Iop,Entity,ocular,"[3, 9, 13]",,,low iop,,,,,,,
sign_035,Conjunctival Injection,Entity,ocular,"[3, 4, 5, 7, 8, 9, 10, 12, 13]",,,conjunctival injection,,,,,,,
sign_036,Elevated Iop,Entity,ocular,"[3, 4, 5, 7, 9, 11, 12, 13]",,,elevated iop,,,,,,,
sign_037,Eyelid Edema,Entity,ocular,"[3, 7, 9, 10]",,,eyelid edema,,,,,,,
sign_038,Swelling,Entity,ocular,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,,swelling,,,,,,,
sign_039,Rapd,Entity,ocular,"[3, 11, 13]",,,rapd,,,,,,,
sign_040,Enophthalmos,Entity,ocular,"[3, 6, 7, 8]",,,enophthalmos,,,,,,,
sign_041,Pus,Entity,ocular,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,,pus,,,,,,,
sign_042,Afferent Pupillary Defect,Entity,ocular,"[3, 6, 7, 8, 9, 10]",,,afferent pupillary defect,,,,,,,
sign_043,Relative Afferent Pupillary Defect,Entity,ocular,"[3, 7, 8, 9]",,,relative afferent pupillary defect,,,,,,,
sign_044,Retinal Hemorrhage,Entity,ocular,"[3, 5, 8, 10, 11, 12]",,,retinal hemorrhage,,,,,,,
sign_045,Retinal Whitening,Entity,ocular,"[3, 11, 12]",,,retinal whitening,,,,,,,
sign_046,Irregular Pupil,Entity,ocular,"[3, 5, 9]",,,irregular pupil,,,,,,,
sign_047,Retinal Tear,Entity,ocular,"[3, 13, 14]",,,retinal tear,,,,,,,
sign_048,Red Eye,Entity,ocular,"[4, 5, 6, 7, 8, 9, 12, 13]",,,red eye,,,,,,,
sign_049,Corneal Ulcer,Entity,ocular,"[4, 5, 8]",,,corneal ulcer,,,,,,,
sign_050,Corneal Infiltrate,Entity,ocular,"[4, 12]",,,corneal infiltrate,,,,,,,
sign_051,Dendrite,Entity,ocular,"[4, 8]",,,dendrite,,,,,,,
sign_052,Corneal Neovascularization,Entity,ocular,"[4, 13]",,,corneal neovascularization,,,,,,,
sign_053,Macular Edema,Entity,ocular,"[4, 9, 11, 12, 13, 14]",,,macular edema,,,,,,,
sign_054,Anterior Chamber Cell,Entity,ocular,"[4, 9, 10, 12]",,,anterior chamber cell,,,,,,,
sign_055,Corneal Defect,Entity,ocular,"[5, 8]",,,corneal defect,,,,,,,
sign_056,Lid Swelling,Entity,ocular,"[5, 6, 7, 8, 12]",,,lid swelling,,,,,,,
sign_057,Shallow Anterior Chamber,Entity,ocular,"[5, 9, 13]",,,shallow anterior chamber,,,,,,,
sign_058,Disc Swelling,Entity,ocular,"[5, 10, 11, 12]",,,disc swelling,,,,,,,
sign_059,Lid Lag,Entity,ocular,"[6, 7, 8, 10]",,,lid lag,,,,,,,
sign_060,Anisocoria,Entity,ocular,"[6, 8, 10]",,,anisocoria,,,,,,,
sign_061,Dilated Pupil,Entity,ocular,"[7, 8, 10, 11, 12]",,,dilated pupil,,,,,,,
sign_062,Exudate,Entity,ocular,"[8, 11, 12, 13, 14]",,,exudate,,,,,,,
sign_063,Disc Hemorrhage,Entity,ocular,"[9, 11]",,,disc hemorrhage,,,,,,,
sign_064,Miosis,Entity,ocular,"[9, 10]",,,miosis,,,,,,,
sign_065,Flat Anterior Chamber,Entity,ocular,"[9, 13]",,,flat anterior chamber,,,,,,,
sign_066,Vitreous Cell,Entity,ocular,"[10, 11, 12]",,,vitreous cell,,,,,,,
sign_067,Hard Exudates,Entity,ocular,"[11, 14]",,,hard exudates,,,,,,,
sign_068,Anterior Chamber Flare,Entity,ocular,"[11, 12]",,,anterior chamber flare,,,,,,,
treatment_001,A Biopsy Should Be Obtained From Any Necrotic Tissue,Entity,,[10],Medication extracted from treatment lists,,a biopsy should be obtained from any necrotic tissue,,"[""Zygomycosis (Mucormycosis)""]",,,medication,,
treatment_002,"A Foreign Body Can Be Removed With A Cotton-Tipped Applicator Soaked In Topical Anesthetic Or With Fine Forceps. For Deeply Embedded Foreign Bodies, Consider Pretreatment With A Cotton-Tipped Applicator Soaked In Phenylephrine",Entity,,[3],Medication extracted from treatment lists,,"a foreign body can be removed with a cotton-tipped applicator soaked in topical anesthetic or with fine forceps. for deeply embedded foreign bodies, consider pretreatment with a cotton-tipped applicator soaked in phenylephrine",,"[""Conjunctival Foreign Body""]",,,medication,,
treatment_003,A Low Dose Of Doxycycline Can Be A Helpful Adjuvant To Counteract Matrix Metalloproteinase Upregulation Caused By Superior Limbic Keratoconjunctivitis.,Entity,,[5],Medication extracted from treatment lists,,a low dose of doxycycline can be a helpful adjuvant to counteract matrix metalloproteinase upregulation caused by superior limbic keratoconjunctivitis.,,"[""Moderate to Severe (in Addition to Preceding)""]",,,medication,,
treatment_004,A Single-Fiber Emg Including The Orbicularis Muscle May Be Performed If Other Testing Is Negative And The Diagnosis Is Still Suspected. May Be The Most Sensitive Test For Involvement Of The Ocular Muscles.,Entity,,[10],Medication extracted from treatment lists,,a single-fiber emg including the orbicularis muscle may be performed if other testing is negative and the diagnosis is still suspected. may be the most sensitive test for involvement of the ocular muscles.,,"[""Work-Up""]",,,medication,,
treatment_005,A Topical Antibiotic,Entity,,[3],Medication extracted from treatment lists,,a topical antibiotic,,"[""Conjunctival Foreign Body""]",,,medication,,
treatment_006,"A Vitreous And Fundus Examination Should Be Performed For All Flare-Ups, When Vision Is Affected, Or Every",Entity,,[12],Medication extracted from treatment lists,,"a vitreous and fundus examination should be performed for all flare-ups, when vision is affected, or every",,"[""Follow Up""]",,,medication,,
treatment_007,Ac Paracentesis May Be Considered If Iop Cannot Be Safely Lowered Medically,Entity,,[3],Medication extracted from treatment lists,,ac paracentesis may be considered if iop cannot be safely lowered medically,,"[""Unknown""]",,,medication,,
treatment_008,Acetazolamide,Entity,,"[3, 8, 9, 10, 11]",Medication extracted from treatment lists,,acetazolamide,,"[""Treatment""]",,,medication,,
treatment_009,"Acquired: Trauma, Chemical Injury, Contact Lens Overwear, Acute Increase In Intraocular Pressure",Entity,,[2],Medication extracted from treatment lists,,"acquired: trauma, chemical injury, contact lens overwear, acute increase in intraocular pressure",,"[""Corneal Edema""]",,,medication,,
treatment_010,Acute Or Chronic Suppurative Otitis Media.,Entity,,[10],Medication extracted from treatment lists,,acute or chronic suppurative otitis media.,,"[""Peripheral Lesions""]",,,medication,,
treatment_011,Acute Posterior Multifocal Placoid Pigment Epitheliopathy,Entity,,[12],Medication extracted from treatment lists,,acute posterior multifocal placoid pigment epitheliopathy,,"[""White Dot Syndromes""]",,,medication,,
treatment_012,Acute Retinal Necrosis,Entity,,[12],Medication extracted from treatment lists,,acute retinal necrosis,,"[""Retinitis""]",,,medication,,
treatment_013,Acyclovir,Entity,,"[4, 8, 9, 10, 12]",Medication extracted from treatment lists,,acyclovir,,"[""Treatment""]",,,medication,,
treatment_014,Add A Lubricating Gel Or Ointment Q.H.S.,Entity,,[4],Medication extracted from treatment lists,,add a lubricating gel or ointment q.h.s.,,"[""Moderate Dry Eye""]",,,medication,,
treatment_015,Add Lubricating Gel To Ointment B.I.D. To Q.I.D. P.R.N.,Entity,,[4],Medication extracted from treatment lists,,add lubricating gel to ointment b.i.d. to q.i.d. p.r.n.,,"[""Severe Dry Eye""]",,,medication,,
treatment_016,Additional Potential Treatments: Systemic Or Topical Vitamin A. Intravenous Immunoglobulin.,Entity,,[13],Medication extracted from treatment lists,,additional potential treatments: systemic or topical vitamin a. intravenous immunoglobulin.,,"[""Ocular""]",,,medication,,
treatment_017,Adie,Entity,,[10],Medication extracted from treatment lists,,adie,,"[""Classification"", ""Unknown""]",,,medication,,
treatment_018,Adjunctive Medications Which May Be Used Include: Topical Antibiotic,Entity,,[4],Medication extracted from treatment lists,,adjunctive medications which may be used include: topical antibiotic,,"[""Neurotrophic Ulcer""]",,,medication,,
treatment_019,Administer Systemic Antibiotics Promptly,Entity,,[3],Medication extracted from treatment lists,,administer systemic antibiotics promptly,,"[""Unknown""]",,,medication,,
treatment_020,Admission To The Hospital May Be Necessary If: Infection Is Sight Threatening And/Or Impending Perforation. Patient Has Difficulty Administering The Antibiotics At The Prescribed Frequency. High Likelihood Of Noncompliance With Drops Or Daily Follow Up. Suspected Topical Anesthetic Abuse. Intravenous Antibiotics Are Needed,Entity,,[4],Medication extracted from treatment lists,,admission to the hospital may be necessary if: infection is sight threatening and/or impending perforation. patient has difficulty administering the antibiotics at the prescribed frequency. high likelihood of noncompliance with drops or daily follow up. suspected topical anesthetic abuse. intravenous antibiotics are needed,,"[""Vision Threatening""]",,,medication,,
treatment_021,Adrenochrome Deposits: Long-Term Epinephrine Or Dipivefrin Use.,Entity,,[5],Medication extracted from treatment lists,,adrenochrome deposits: long-term epinephrine or dipivefrin use.,,"[""Less Common Causes of Conjunctival Pigmentation""]",,,medication,,
treatment_022,Adults With A Skin Rash Of More Than,Entity,,[4],Medication extracted from treatment lists,,adults with a skin rash of more than,,"[""Skin Involvement""]",,,medication,,
treatment_023,After,Entity,,[12],Medication extracted from treatment lists,,after,,"[""Follow Up""]",,,medication,,
treatment_024,"After The Diagnosis Is Confirmed By Biopsy, The Initial Oral Steroid Dosage Is Maintained Until The Symptoms Resolve And Lab Values Normalize. The Dosage Is Then Tapered Slowly, Repeating Bloodwork With Each Dosage Change And/Or Monthly",Entity,,[10],Medication extracted from treatment lists,,"after the diagnosis is confirmed by biopsy, the initial oral steroid dosage is maintained until the symptoms resolve and lab values normalize. the dosage is then tapered slowly, repeating bloodwork with each dosage change and/or monthly",,"[""Follow Up""]",,,medication,,
treatment_025,"After The Initial Close Follow-Up Period, The Patient May Be Maintained On A Long-Acting Cycloplegic Agent",Entity,,[3],Medication extracted from treatment lists,,"after the initial close follow-up period, the patient may be maintained on a long-acting cycloplegic agent",,"[""Follow Up""]",,,medication,,
treatment_026,Alcaftadine,Entity,,[5],Medication extracted from treatment lists,,alcaftadine,,"[""Treatment""]",,,medication,,
treatment_027,Alert The Patient To Return As Soon As Possible If There Is Any Worsening Of Symptoms.,Entity,,[3],Medication extracted from treatment lists,,alert the patient to return as soon as possible if there is any worsening of symptoms.,,"[""Corneal Foreign Body (Superficial or Partial Thickness)""]",,,medication,,
treatment_028,"All Currently Available Anti-Cmv Therapy Is Virostatic, Not Virocidal, And Almost All Patients Eventually Relapse If Not Treated With Haart. Serial Fundus Photographs Helpful For Comparison.",Entity,,[12],Medication extracted from treatment lists,,"all currently available anti-cmv therapy is virostatic, not virocidal, and almost all patients eventually relapse if not treated with haart. serial fundus photographs helpful for comparison.",,"[""Follow Up""]",,,medication,,
treatment_029,All Neonates With Gonorrhea Should Also Be Treated For Chlamydial Infection With Erythromycin Elixir,Entity,,[8],Medication extracted from treatment lists,,all neonates with gonorrhea should also be treated for chlamydial infection with erythromycin elixir,,"[""Unknown""]",,,medication,,
treatment_030,All Other Agents Must Be Used With Extreme Caution: Topical Dorzolamide And Brinzolamide May Reduce Aqueous Ph And Induce Increased Sickling; Topical Alpha-Agonists,Entity,,[3],Medication extracted from treatment lists,,all other agents must be used with extreme caution: topical dorzolamide and brinzolamide may reduce aqueous ph and induce increased sickling; topical alpha-agonists,,"[""Unknown""]",,,medication,,
treatment_031,"Although Topical Prostaglandins May Rarely Cause Uveitis, They Should Be Tried If Other Medical Management Is Ineffective Before Considering Glaucoma Surgery.",Entity,,[12],Medication extracted from treatment lists,,"although topical prostaglandins may rarely cause uveitis, they should be tried if other medical management is ineffective before considering glaucoma surgery.",,"[""Unknown""]",,,medication,,
treatment_032,Amoxicillin/Clavulanate:,Entity,,[7],Medication extracted from treatment lists,,amoxicillin/clavulanate:,,"[""Follow Up"", ""Unknown""]",,,medication,,
treatment_033,Amphotericin,Entity,,"[4, 12]",Medication extracted from treatment lists,,amphotericin,,"[""Treatment"", ""Workup""]",,,medication,,
treatment_034,Ampicillin/Sulbactam:,Entity,,[6],Medication extracted from treatment lists,,ampicillin/sulbactam:,,"[""Unknown""]",,,medication,,
treatment_035,Anesthetize The Eye With A Topical Anesthetic,Entity,,[4],Medication extracted from treatment lists,,anesthetize the eye with a topical anesthetic,,"[""Severe (e.g., Obstruction of Vision, Irritation Not Relieved by Lubricants, Cosmetic Problem)""]",,,medication,,
treatment_036,Ankylosing Spondylitis: Often Requires Systemic Anti-Inflammatory Agents,Entity,,[12],Medication extracted from treatment lists,,ankylosing spondylitis: often requires systemic anti-inflammatory agents,,"[""Unknown""]",,,medication,,
treatment_037,Anterior Segment Inflammation Is Treated As Above.,Entity,,[12],Medication extracted from treatment lists,,anterior segment inflammation is treated as above.,,"[""Unknown""]",,,medication,,
treatment_038,Anti-Vegf Agents,Entity,,[11],Medication extracted from treatment lists,,anti-vegf agents,,"[""Diabetic Macular Edema""]",,,medication,,
treatment_039,Anti-Vegf Treatment Is Now The Gold Standard. Intravitreal Ranibizumab,Entity,,[11],Medication extracted from treatment lists,,anti-vegf treatment is now the gold standard. intravitreal ranibizumab,,"[""BRVO-Related Macular Edema""]",,,medication,,
treatment_040,Antibiotic: Fluoroquinolone,Entity,,[4],Medication extracted from treatment lists,,antibiotic: fluoroquinolone,,"[""Unknown""]",,,medication,,
treatment_041,Antiulcer Medication,Entity,,[10],Medication extracted from treatment lists,,antiulcer medication,,"[""Typical Optic Neuritis""]",,,medication,,
treatment_042,Any History Of Cancer.,Entity,,[10],Medication extracted from treatment lists,,any history of cancer.,,"[""Adults""]",,,medication,,
treatment_043,Aphakic Or Pseudophakic Pupillary Block Or Secondary Closure Of The Angle: Do Not Use Pilocarpine. Consider A Mydriatic And A Cycloplegic Agent,Entity,,[9],Medication extracted from treatment lists,,aphakic or pseudophakic pupillary block or secondary closure of the angle: do not use pilocarpine. consider a mydriatic and a cycloplegic agent,,"[""Unknown""]",,,medication,,
treatment_044,Application Of Silver Nitrate,Entity,,[5],Medication extracted from treatment lists,,application of silver nitrate,,"[""Moderate to Severe (in Addition to Preceding)""]",,,medication,,
treatment_045,Apply Antibiotic Ointment,Entity,,[3],Medication extracted from treatment lists,,apply antibiotic ointment,,"[""Procedure Steps"", ""Unknown""]",,,medication,,
treatment_046,Apply Topical Anesthetic,Entity,,[3],Medication extracted from treatment lists,,apply topical anesthetic,,"[""Corneal Foreign Body (Superficial or Partial Thickness)""]",,,medication,,
treatment_047,Apraclonidine,Entity,,"[3, 6, 9, 10]",Medication extracted from treatment lists,,apraclonidine,,"[""Treatment"", ""Workup""]",,,medication,,
treatment_048,Aqueous Suppressants For Increased Iop. Avoid Prostaglandin Analogues Due To Association With Recurrent Hsv Infections And Uveitis.,Entity,,[4],Medication extracted from treatment lists,,aqueous suppressants for increased iop. avoid prostaglandin analogues due to association with recurrent hsv infections and uveitis.,,"[""Neurotrophic Ulcer""]",,,medication,,
treatment_049,Argyll Robertson,Entity,,[10],Medication extracted from treatment lists,,argyll robertson,,"[""Classification""]",,,medication,,
treatment_050,Argyrosis: Silver Deposition Causes Black Discoloration. Patients May Have A History Of Long-Term Use Of Silver Nitrate Drops.,Entity,,[5],Medication extracted from treatment lists,,argyrosis: silver deposition causes black discoloration. patients may have a history of long-term use of silver nitrate drops.,,"[""Less Common Causes of Conjunctival Pigmentation""]",,,medication,,
treatment_051,Around,Entity,,[3],Medication extracted from treatment lists,,around,,"[""Follow Up""]",,,medication,,
treatment_052,Arterial Phase: Starts,Entity,,[14],Medication extracted from treatment lists,,arterial phase: starts,,"[""Phases of the Intravenous Fluorescein Angiography""]",,,medication,,
treatment_053,Arteriovenous Phase,Entity,,[14],Medication extracted from treatment lists,,arteriovenous phase,,"[""Phases of the Intravenous Fluorescein Angiography""]",,,medication,,
treatment_054,Artificial Tears,Entity,,"[3, 4, 5, 7, 8, 10, 13]",Medication extracted from treatment lists,,artificial tears,,"[""Treatment""]",,,medication,,
treatment_055,"As The Condition Improves, The Follow-Up Interval May Be Extended To Every",Entity,,[12],Medication extracted from treatment lists,,"as the condition improves, the follow-up interval may be extended to every",,"[""Follow Up""]",,,medication,,
